IL,Full Name,IL_smiles,Cation,Anion,T,P,lambda
25,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,0.1,0.1266
25,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,0.1,0.1247
25,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,0.1,0.1244
25,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343.15,0.1,0.1242
25,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,0.1,0.1248
25,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.2,0.1,0.146
25,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,308.2,0.1,0.143
25,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,318.2,0.1,0.141
25,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,328.2,0.1,0.139
25,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,338.2,0.1,0.136
25,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,348.2,0.1,0.134
26,trihexyltetradecylphosphonium decanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCC(=O)[O-],278.09,0.1,0.1601
26,trihexyltetradecylphosphonium decanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCC(=O)[O-],288,0.1,0.1591
26,trihexyltetradecylphosphonium decanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCC(=O)[O-],297.79,0.1,0.1571
26,trihexyltetradecylphosphonium decanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCC(=O)[O-],308.16,0.1,0.154
26,trihexyltetradecylphosphonium decanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCC(=O)[O-],318.13,0.1,0.154
26,trihexyltetradecylphosphonium decanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCC(=O)[O-],326.82,0.1,0.1535
26,trihexyltetradecylphosphonium decanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCC(=O)[O-],338.5,0.1,0.151
26,trihexyltetradecylphosphonium decanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCC(=O)[O-],347.3,0.1,0.15
26,trihexyltetradecylphosphonium decanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCC(=O)[O-],358.21,0.1,0.149
27,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCC(=O)[O-],278.28,0.1,0.161
27,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCC(=O)[O-],288.24,0.1,0.16
27,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCC(=O)[O-],297.87,0.1,0.158
27,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCC(=O)[O-],307.71,0.1,0.157
27,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCC(=O)[O-],317.92,0.1,0.156
27,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCC(=O)[O-],328.17,0.1,0.155
27,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCC(=O)[O-],337.66,0.1,0.153
27,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCC(=O)[O-],347.76,0.1,0.151
27,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCC(=O)[O-],358.08,0.1,0.15
28,trihexyl(tetradecyl)phosphonium acetate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC).[O-]C(=O)C,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC),[O-]C(=O)C,278.37,0.1,0.1629
28,trihexyl(tetradecyl)phosphonium acetate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC).[O-]C(=O)C,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC),[O-]C(=O)C,288.1,0.1,0.1612
28,trihexyl(tetradecyl)phosphonium acetate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC).[O-]C(=O)C,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC),[O-]C(=O)C,298.16,0.1,0.1602
28,trihexyl(tetradecyl)phosphonium acetate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC).[O-]C(=O)C,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC),[O-]C(=O)C,307.92,0.1,0.16
28,trihexyl(tetradecyl)phosphonium acetate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC).[O-]C(=O)C,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC),[O-]C(=O)C,317.98,0.1,0.158
28,trihexyl(tetradecyl)phosphonium acetate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC).[O-]C(=O)C,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC),[O-]C(=O)C,328.08,0.1,0.157
28,trihexyl(tetradecyl)phosphonium acetate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC).[O-]C(=O)C,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC),[O-]C(=O)C,338,0.1,0.156
28,trihexyl(tetradecyl)phosphonium acetate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC).[O-]C(=O)C,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC),[O-]C(=O)C,348.06,0.1,0.155
28,trihexyl(tetradecyl)phosphonium acetate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC).[O-]C(=O)C,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)(CCCCCC),[O-]C(=O)C,357.1,0.1,0.154
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,280.03,0.1,0.129
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,288.73,0.1,0.128
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,297.76,0.1,0.128
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,307.59,0.1,0.1279
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,318.58,0.1,0.127
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,328.58,0.1,0.126
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,337.48,0.1,0.126
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,347.72,0.1,0.126
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,357.76,0.1,0.124
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293,0.1,0.128
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303,0.1,0.128
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313,0.1,0.128
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323,0.1,0.126
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333,0.1,0.126
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343,0.1,0.125
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353,0.1,0.126
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.2,0.1,0.136
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,308.2,0.1,0.133
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,318.2,0.1,0.132
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,328.2,0.1,0.13
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,338.2,0.1,0.129
29,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,348.2,0.1,0.126
30,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCC(=O)[O-],278.22,0.1,0.1591
30,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCC(=O)[O-],287.73,0.1,0.157
30,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCC(=O)[O-],298.98,0.1,0.156
30,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCC(=O)[O-],307.3,0.1,0.155
30,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCC(=O)[O-],318.15,0.1,0.153
30,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCC(=O)[O-],329.17,0.1,0.151
30,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCC(=O)[O-],336.96,0.1,0.15
30,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCC(=O)[O-],347.73,0.1,0.15
30,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCC(=O)[O-],357.74,0.1,0.148
31,trihexyl(tetradecyl)phosphonium butyrate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCC(=O)[O-],277.77,0.1,0.16
31,trihexyl(tetradecyl)phosphonium butyrate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCC(=O)[O-],288.17,0.1,0.159
31,trihexyl(tetradecyl)phosphonium butyrate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCC(=O)[O-],298.48,0.1,0.1566
31,trihexyl(tetradecyl)phosphonium butyrate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCC(=O)[O-],306.44,0.1,0.1553
31,trihexyl(tetradecyl)phosphonium butyrate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCC(=O)[O-],318.11,0.1,0.1543
31,trihexyl(tetradecyl)phosphonium butyrate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCC(=O)[O-],327.69,0.1,0.153
31,trihexyl(tetradecyl)phosphonium butyrate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCC(=O)[O-],336.59,0.1,0.151
31,trihexyl(tetradecyl)phosphonium butyrate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCC(=O)[O-],348.16,0.1,0.15
31,trihexyl(tetradecyl)phosphonium butyrate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCC(=O)[O-],355.83,0.1,0.149
32,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,294.1,0.1,0.145
32,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,294.1,10,0.147
32,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,294.1,20,0.148
32,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,315.1,0.1,0.145
32,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,315.1,10,0.146
32,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,315.1,20,0.148
32,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,335.2,0.1,0.144
32,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,335.2,10,0.146
32,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,335.2,20,0.147
32,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,293,0.1,0.142
